node_key,poi_base,lat,lon,osm_name,geo_score,geo_method
BELOTTA,BELOTTA,,,,0.86,none
BERRENDA C,"BERRENDA ""C"" TAP",,,,0.55,none
BETWEEN COTTONWOOD AND VACA DIXON,BETWEEN COTTONWOOD AND VACA-DIXON,38.4449851,-121.8262386,Dixon Substation,0.7,line-one-end
BETWEEN RIO DEL AND BRIDGEVILLE,BETWEEN RIO DEL JUNCTION AND BRIDGEVILLE,,,,0.45,none
BISHOP,BISHOP  SUBSTATION,,,,0.57,none
BAKER,BAKER SUBSTATION,35.2788987,-116.0744455,Baker Substation,1.0,exact
5,SUBSTATION 5 (AKA WHIRLWIND),,,,0.5,none
WAUKENA,WAUKENA SUBSTATION,36.1386226,-119.5764766,Waukena Substation,1.0,exact
ANTLELOPE,ANTLELOPE SUB,,,,0.94,none
WHEELER RIDGE MIDWAY,WHEELER RIDGE-MIDWAY,35.2460173,-119.21406175,Wheeler Ridge Substation | Midway Substation,1.0,line-midpoint
WHEELER RIDGE LAMONT,WHEELER RIDGE-LAMONT,35.0890917,-118.975825,Wheeler Ridge Substation,0.7,line-one-end
230 138 SOUTH BAY,230/138/,,,,0.46,none
ALAMITOS,ALAMITOS SWITCHING STATION,,,,0.75,none
ALPAUGH,ALPAUGH,,,,0.67,none
ALPAUGH SMYRNA,ALPAUGH-SMYRNA,,,,0.67,none
AMARGOSA,AMARGOSA SUB,,,,0.75,none
ANGIOLA,ANGIOLA SUB,,,,0.73,none
ANTELOPE CAL CEMENT,ANTELOPE CAL CEMENT,,,,0.59,none
ARCO TULARE LAKE,ARCO-TULARE LAKE,,,,0.71,none
ANTELOPE MAGUNDEN,ANTELOPE- MAGUNDEN #2,35.023495499999996,-118.6104564,Antelope Substation | Magunden Substation,1.0,line-midpoint
ANTELOPE NEENACH,ANTELOPE-NEENACH,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
ANTELOPE PIUTE,ANTELOPE-PIUTE,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
ANTELOPE ROSAMOND,ANTELOPE-ROSAMOND,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
ZONDWIND,ZONDWIND SUB,,,,0.59,none
APPLE HILL,APPLE HILL SUBSTATION,38.7395774,-120.6771808,Apple Hill Substation,1.0,exact
APPROX 4 MI SOUTH OF THE PENASQUITOS ALONG THE EAST SIDE OF THE PENASQUITOS OLD TOWN,APPROX 4 MI SOUTH OF THE PENASQUITOS SUB ALONG THE EAST SIDE OF THE PENASQUITOS-OLD TOWN,32.7660854,-117.1923901,Old Town Substation,0.7,line-one-end
ARCO CANERAS,ARCO CANERAS,,,,0.57,none
ARCO CARNERAS,ARCO-CARNERAS,,,,0.71,none
ARCO GEN LINES,ARCO GEN #1 & #2,,,,0.71,none
ARCO MIDWAY GATES MIDWAY,ARCO-MIDWAY & GATES-MIDWAY,,,,0.67,none
ARCO POLONIO PASS,ARCO - POLONIO PASS,,,,0.67,none
ARCO POLONIOS PASS,ARCO - POLONIOS PASS,,,,0.67,none
ANTELOPE CALCEMENT,ANTELOPE-CALCEMENT,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
CALIENTE,CALIENTE SWITCHING STATION,,,,0.71,none
CALIENTE MIDWAY,CALIENTE SW STA-MIDWAY #1,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
CALIFORNIA FLATS,CALIFORNIA FLATS SWITCHING STATION,,,,0.77,none
CALLENDER,CALLENDER SW STA,,,,0.89,none
CAMANCHE VIA THE CAMANCHE POWERHOUSE,CAMANCHE,,,,0.67,none
CAMDEN,CAMDEN SUBSTATION,33.7131376,-117.8836985,Camden Substation,1.0,exact
CAMDEN LEMOORE,CAMDEN JUNCTION-LEMOORE TAP,33.7131376,-117.8836985,Camden Substation,0.7,line-one-end
CAMERON,CAMERON SUBSTATION,,,,0.77,none
CAMINO IRON MOUNTAIN,CAMINO-IRON MOUNTAIN,36.3225741,-115.2082305,Iron Mountain Substation,0.7,line-one-end
CANTUA,CANTUA,,,,0.73,none
CANWIND,CANWIND SUBSTATION,,,,0.57,none
CARBERRY,CARBERRY SWITCHING STATION,40.8592127,-121.7529606,Carberry Switching Station,1.0,exact
BISHOP CONTROL,BISHOP CONTROL SUBSTATION,,,,0.67,none
CARIBOU WESTWOOD,CARIBOU - WESTWOOD,40.2998877,-121.0015104,Westwood Substation,0.7,line-one-end
CARNERAS TAFT,CARNERAS-TAFT,,,,0.71,none
CARUTHERS KINGSBURG,CARUTHERS - KINGSBURG,36.5321389,-119.8816492,Caruthers Substation,0.7,line-one-end
CASCADE COTTONWOOD,CASCADE-COTTONWOOD,40.3979023,-122.2642981,Cottonwood Substation,0.7,line-one-end
CENTER S,CENTER S SUBSTATION,33.9288306,-118.1057084,Center Substation,0.86,fuzzy
CENTERVILLE TABLE MOUNTAIN,CENTERVILLE-TABLE MOUNTAIN,39.5551324,-121.6451687,Table Mountain Substation,0.7,line-one-end
CHANEY,CHANEY #1,,,,0.73,none
CHARLESTON,CHARLESTON SUBSTATION,,,,0.8,none
CHENEY,CHENEY #1 TAP,,,,0.71,none
CHEVGEN,CHEVGEN SUBSTATION,,,,0.67,none
CHICARITA,CHICARITA SUBSTATION,,,,0.71,none
CHINO VIEJO,CHINO-VIEJO,33.832733000000005,-117.66048235,Chino Substation | Viejo Substation,1.0,line-midpoint
CHOWCHILLA,CHOWCHILLA,,,,0.71,none
CARIBOU,CARIBOU,,,,0.67,none
BLACKWELL,BLACKWELL SUBSTATION,,,,0.67,none
BLACKWELL CARNERAS,BLACKWELL-CARNERAS,,,,0.71,none
BLM,BLM SUBSTATION,,,,0.6,none
BLM WEST KRAMER,BLM WEST-KRAMER,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
BLUE LAKE POWER,BLUE LAKE POWER SUBSTATION,,,,0.75,none
BLYTHE,BLYTHE SUBSTATION,33.6112925,-114.6802861,Blythe Substation,1.0,exact
BLYTHE EAGLE MOUNTAIN,BLYTHE-EAGLE MOUNTAIN,33.71089485,-115.06650594999999,Blythe Substation | Eagle Mountain Substation,1.0,line-midpoint
BLYTHE ENERGY PARK,BLYTHE ENERGY PARK #1 (BEP1),,,,0.5,none
BOGUE RIO OSO,BOGUE - RIO OSO,39.01555435,-121.54538790000001,Bogue Substation | Rio Oso Substation,1.0,line-midpoint
BORDER,BORDER SUBSTATION,,,,0.67,none
BORDER ALTA AND OTAY MESA ROAD,BORDER SUBSTATION,,,,0.67,none
BORDER BORDER,BORDER - BORDER TAP,,,,0.67,none
CALCITE GEN TIE AT,CALCITE SUBSTATION GEN-TIE AT,,,,0.67,none
BORREGO,BORREGO SUBSTATION,33.5976509,-117.7490005,Borrego Substation,1.0,exact
BOULEVARD,BOULEVARD SUB,,,,0.82,none
BRIDGEVILLE,BRIDGEVILLE SUBSTATION,,,,0.8,none
BRIGHTON BELLOTA,BRIGHTON-BELLOTA,38.28199265,-121.21081625,Brighton Substation | Bellota Substation,1.0,line-midpoint
BRIGHTON CONTRA COSTA,BRIGHTON-CONTRA COSTA,38.2737963,-121.59508505,Brighton Substation | Contra Costa Substation,1.0,line-midpoint
BRIGHTON DAVIS,BRIGHTON-DAVIS,38.54671545,-121.57092265,Brighton Substation | Davis Substation,1.0,line-midpoint
BUTTE TABLE MOUNTAIN,BUTTE-TABLE MOUNTAIN,39.5551324,-121.6451687,Table Mountain Substation,0.7,line-one-end
CABRILL0 DIVIDE,CABRILL0-DIVIDE,,,,0.88,none
CABRILLO,CABRILLO SUBSTATION,34.6432014,-120.4372204,Cabrillo Substation,0.5,ambiguous
CAL CEMENT ANTELOPE,CAL CEMENT-ANTELOPE,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
CAL CEMENT MONOLITH WINDLAND,CAL CEMENT-MONOLITH-WINDLAND,,,,0.63,none
CAL CEMENT MONOLITH WINDLAND ARWIND,CAL CEMENT - MONOLITH - WINDLAND - ARWIND,,,,0.63,none
CAL CEMENT ROSAMOND,CAL CEMENT-ROSAMOND,,,,0.77,none
BORDER SALT CREEK,BORDER-SALT CREEK,,,,0.82,none
KONOCTI,KONOCTI SUBSTATION,,,,0.62,none
KRAMER BLM WEST,KRAMER-BLM WEST,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
KRAMER COOL WATER,KRAMER-COOL WATER,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
KRAMER INYOKERN RANDSBERG,KRAMER-INYOKERN-RANDSBERG NO. 1,35.32117135,-117.6690451,Kramer Substation | Inyokern Substation,1.0,line-midpoint
KRAMER INYOKERN RANDSBURG,KRAMER-INYOKERN-RANDSBURG #1,35.32117135,-117.6690451,Kramer Substation | Inyokern Substation,1.0,line-midpoint
KRAMER LUGO,KRAMER-LUGO #1,34.677758499999996,-117.4557973,Kramer Substation | Lugo Substation,1.0,line-midpoint
KRAMER RANSBURG,KRAMER-RANSBURG,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
KRAMER TORTILLA,KRAMER-TORTILLA,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
KRAMER VICTOR,KRAMER-VICTOR,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
KYOHO,KYOHO TAP,,,,0.5,none
LAKE HODGES METERING,LAKE HODGES METERING SWITCHYARD,,,,0.33,none
LAKEVILLE,LAKEVILLE,38.2508462,-122.5810974,Lakeville Substation,1.0,exact
EL CAPITAN,EL CAPITAN SUBSTATION,,,,0.7,none
LAMBIE CONTRA COSTA,LAMBIE-CONTRA COSTA,38.1104254,-121.82466995,Lambie Substation | Contra Costa Substation,1.0,line-midpoint
LAMMERS,LAMMERS,37.713103,-121.4778009,Lammers Substation,1.0,exact
LANCASTER LITTLE ROCK PIUTE,LANCASTER-LITTLE ROCK-PIUTE,,,,0.67,none
LANCASTER PURIFY REDMAN,LANCASTER-PURIFY-REDMAN,,,,0.67,none
LANCASTER REDMAN,LANCASTER REDMAN,,,,0.57,none
LANCASTER REDMAN PURIFY,LANCASTER-REDMAN-PURIFY,,,,0.71,none
LAS POSITAS,LAS POSITAS,37.7005872,-121.7334824,Las Positas Substation,1.0,exact
LE GRAND,LE GRAND,,,,0.78,none
LE GRAND CHOWCILLA,LE GRAND-CHOWCILLA,,,,0.78,none
LEGRAND DAIRYLAND,LEGRAND - DAIRYLAND,,,,0.78,none
LEMOORE HENRIETTA,LEMOORE-HENRIETTA,36.2421264,-119.9028971,Henrietta Substation,0.7,line-one-end
LEPRINO FOOD,LEPRINO FOOD (LEMOORE),,,,0.8,none
LAMBIE BIRDS LANDING,LAMBIE SW STATION-BIRDS LANDING,38.173097999999996,-121.8485247,Lambie Substation | Birds Landing Switching Station,1.0,line-midpoint
JACOB CORNER,JACOB CORNER SUBSTATION,,,,0.56,none
JACOBS CORNER,JACOBS CORNER SUBSTATION,,,,0.54,none
JAMACHA MIGUEL,JAMACHA - MIGUEL,32.711559449999996,-116.97059304999999,Jamacha Substation | Miguel Substation,1.0,line-midpoint
JAMESON,JAMESON SUBSTATION,38.2054582,-122.1479338,Jameson Substation,1.0,exact
JASPER,JASPER SUBSTATION,,,,0.67,none
JAYNE,JAYNE SUBSTATION,,,,0.55,none
JAYNE COALINGA,JAYNE SW STA-COALINGA #1,,,,0.71,none
JOINTLY OWNED MOHAVE,JOINTLY-OWNED MOHAVE SWITCHYARD,,,,0.67,none
JOLON,JOLON,,,,0.67,none
JULIAN HINDS,JULIAN HINDS SUBSTATION,33.7050285,-115.6266673,Julian Hinds Substation,1.0,exact
KASSON LAMMERS,KASSON-LAMMERS,37.729444799999996,-121.4095926,Kasson Substation | Lammers Substation,1.0,line-midpoint
KASSON LOUISE,KASSON-LOUISE,37.7770366,-121.31472865,Kasson Substation | Louise Substation,1.0,line-midpoint
KERN RIVER CUMMINGS,KERN RIVER-CUMMINGS,,,,0.67,none
KEARNEY,KEARNEY SUBSTATION,,,,0.92,none
KEARNY,KEARNY SUBSTATION,32.8330901,-117.134041,Kearny Substation,1.0,exact
KEARNY WEST,KEARNY WEST SUBSTATION,,,,0.71,none
KEIM 7 1 MILES NORTHEAST OF COLORADO RIVER,"KEIM SUBSTATION,",,,,0.55,none
KELSO,KELSO SUBSTATION,37.7974253,-121.6032072,Kelso Substation,1.0,exact
KENT,KENT SW STA,,,,0.73,none
KENT TULARE LAKE,KENT SW STA-TULARE LAKE,,,,0.73,none
KERMAN HELM,KERMAN-HELM,,,,0.67,none
KERMAN HELMS,KERMAN-HELMS,,,,0.67,none
KERMAN SAN JOAQUIN,KERMAN-SAN JOAQUIN,,,,0.67,none
KERN OIL,KERN OIL SUBSTATION,,,,0.59,none
KERN OLD RIVER,KERN - OLD RIVER #1,,,,0.8,none
KERN RIDGE,KERN RIDGE SUBSTATION,,,,0.67,none
KASSON MANTECA,KASSON-MANTECA,37.77336685,-121.2828283,Kasson Substation | Manteca Substation,1.0,line-midpoint
LOS BANOS WESTLY,LOS BANOS-WESTLY,37.0530047,-121.0205078,Los Banos Substation,0.7,line-one-end
LOS COCHES,LOS COCHES SUBSTATION,32.8597308,-116.8992272,Los Coches Substation,1.0,exact
LOVELAND ALPINE,LOVELAND - ALPINE,32.8123447,-116.79107450000001,Loveland Substation | Alpine Substation,1.0,line-midpoint
LUGO ELDORADO,LUGO-ELDORADO,35.08157855,-116.18893785,Lugo Substation | Eldorado Substation,1.0,line-midpoint
LUGO MOHAVE,LUGO-MOHAVE,34.756450099999995,-115.98327365,Lugo Substation | Mohave Substation,1.0,line-midpoint
LUGO MOJAVE,LUGO-MOJAVE,34.3658218,-117.3693963,Lugo Substation,0.7,line-one-end
LUGO PISGAH TRAN,LUGO-PISGAH NO. 2,34.5737521,-116.87704595,Lugo Substation | Pisgah Switchyard,1.0,line-midpoint
