poi_base,county,utility,active_projects,active_mw,active_storage_mw,full_capacity_mw,energy_only_mw,withdrawn_projects,withdrawn_mw,completed_mw,churn_ratio
CALCITE SUBSTATION GEN-TIE AT,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,167.6,0.0,
CALCITE,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CAL CEMENT-ROSAMOND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
CAL CEMENT-MONOLITH-WINDLAND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CAL CEMENT-ANTELOPE,KERN,SCE,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,
CAL CEMENT - MONOLITH - WINDLAND - ARWIND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CABRILLO SUBSTATION,SANTA BARBARA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,70.8,0.0,
CABRILL0-DIVIDE,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BUTTE-TABLE MOUNTAIN,BUTTE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
BRIGHTON-DAVIS,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
BRIGHTON-DAVIS,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.0,
BRIGHTON-CONTRA COSTA,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,
BRIGHTON-BELLOTA,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,
CALIENTE SWITCHING STATION,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
CALLENDER SW STA,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
BRIDGEVILLE,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,
CAMANCHE,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,84.9,0.0,
CENTER S SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
CAYETANO SUBSTATION,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,550.0,0.0,
CASCADE-COTTONWOOD,,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0
CARUTHERS - KINGSBURG,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,
CARNERAS-TAFT,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
CARIBOU SUBSTATION,PLUMAS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CARIBOU,LASSEN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,201.0,0.0,
CARBERRY SWITCHING STATION,SHASTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,
CANWIND SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,
CANTUA SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,71.1,0.0,
CANTUA,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
CAMINO-IRON MOUNTAIN,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,99.0,0.0,
CAMERON SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,3.0,90.0,0.0,
CAMDEN SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,
CAMDEN JUNCTION-LEMOORE TAP,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
BRIDGEVILLE SUBSTATION,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,250.0,0.0,
BOULEVARD SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,222.0,0.0,
BELLOTA,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,650.0,0.0,
BITTERWATER SWITCHING STATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
BISHOP CONTROL SUBSTATION,CHURCHILL,SCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
BISHOP  SUBSTATION,CHURCHILL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,52.5,0.0,
BIRDS LANDING SWITCHYARD,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
BIRDS LANDING SWITCHING STATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,200.0,0.2
BIRDS LANDING SUBSTATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,6.0,911.3,0.0,
BIRDS LANDING SUB,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0
BIRDS LANDING,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
BETWEEN RIO DEL JUNCTION AND BRIDGEVILLE,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BETWEEN COTTONWOOD AND VACA-DIXON,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0
"BERRENDA ""C"" TAP",KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,
BELOTTA,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0
BELLOTA-WARNERVILLE AND BELLOTA COTTLE LINES,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
BELLOTA-WARNERVILLE,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
BELLOTA - TESLA #2,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BELLOTA - TESLA,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BISHOP SUBSTATION,CHURCHILL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,52.5,0.0,
BLACKWELL SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,36.3,0.0,
BOULEVARD SUB,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,96.4,0.0,
BLACKWELL-CARNERAS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
BORREGO SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,11.0,456.3,25.8,17.7
BORDER-SALT CREEK,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,
BORDER SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,8.0,448.4,0.0,
BORDER - BORDER TAP,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BORDER,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
BORDEN SUBSTATION,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,206.4,0.0,
BORDEN SUBSTATION,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,8.0,856.0,0.0,
BORDEN SUB,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,280.0,0.0,
BOGUE - RIO OSO,SUTTER,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
BLYTHE-EAGLE MOUNTAIN,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,370.0,0.0,
BLYTHE SUBSTATION,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,237.0,0.0,
BLYTHE ENERGY PARK #1 (BEP1),RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,
BLUE LAKE POWER SUBSTATION,,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BLM WEST-KRAMER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,450.0,0.0,
BLM SUBSTATION,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
DUNN SIDING SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,19.9,0.0,
EAGLE MOUNTAIN SUBSTATION,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,320.0,0.0,
LOOP REDMAN-LANCASTER,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
JOHANNA SWITCHYARD,ORANGE,SCE,0.0,0.0,0.0,0.0,0.0,3.0,1121.4,0.0,
JAYNE SWITCH STATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,
JAYNE SW STA-COALINGA #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
JAYNE SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,
JASPER SWITCHING STATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
JASPER SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,3.0,790.0,0.0,
JASPER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
JAMESON SUBSTATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
JAMACHA - MIGUEL,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
JACOBS CORNER SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,
JACOB CORNER SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.0,
IVANPAH SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,450.0,132.0,3.4
IRON MOUNTAIN SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
INYOKERN-RANDSBURG,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
INYOKERN SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,2.0,290.0,0.0,
INYOKERN SUBSTATION,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
JAYNE SWITCHING STATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.3,0.0,
JOINTLY-OWNED MOHAVE SWITCHYARD,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
INNOVATION SUBSTATION,NYE,VEA,0.0,0.0,0.0,0.0,0.0,1.0,203.3,0.0,
JOLON,MONTEREY,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
KENT,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0
KELSO SWITCHING STATION,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
KELSO SUBSTATION,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,214.5,195.9,1.1
KELSO,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,34.1,0.0,
"KEIM SUBSTATION,",RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
KEARNY WEST SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,
KEARNY SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,
KEARNEY SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,210.0,0.0,
KEARNEY SUB,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
KASSON-MANTECA,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
KASSON-LOUISE,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,
KASSON-LAMMERS,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,148.8,0.0,
KASSON STATION,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
JULIAN HINDS SUBSTATION,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,122.5,520.0,0.2
JULIAN HINDS,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
INTERCONNECTION ON SITE,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,
IMPERIAL VALLEY SUBSTATION,SONORA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
KENT SW STA-TULARE LAKE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
HUMBOLDT,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,156.0,0.0,
HONEY LAKE SUBSTATION,LASSEN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
HOLLISTER SUBSTATION,SAN BENITO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,
HINSON SUB,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,613.5,0.0,
HILLSDALE JUNCTION-HALF MOON BAY,SAN MATEO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0
HIGHWIND-WINDHUB,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,1100.0,0.0,
HIGHWIND SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,16.0,3479.8,162.0,21.5
HIGHWIND SUB,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,180.0,0.0,
HIGH WINDS/CONTRA COSTA PP,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0
HERNDON - KEARNEY,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.6,0.0,
HERDLYN-TRACY LINE,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,37.7,0.0,
HERDLYN-BALFOUR,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
HERDLYN - TRACY,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,38.5,0.0,
HENRIETTA-LEPRINO FOOD,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,
HENRIETTA-JACOBS CORNER,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
HENRIETTA-GWF,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
HOODOO WASH - HASSAYAMPA,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,
HUMBOLDT BAY POWER PLANT SUB,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,147.0,0.0,
IMPERIAL VALLEY SUBSTATION,ENSENADA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,508.0,0.0,
HUMBOLDT BAY-HUMBOLDT #1,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,166.5,0.0,
IMPERIAL VALLEY SUBSTATION,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,475.6,0.0,
IMPERIAL VALLEY SUB,IMPERIAL,SDGE,0.0,0.0,0.0,0.0,0.0,6.0,1884.0,0.0,
IMPERIAL VALLEY SUB,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
IMPERIAL VALLEY 230-KV SUBSTATION,IMPERIAL,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,510.0,0.0,
IMPERIAL VALLEY - MIGUEL,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
IMPERIAL VALLEY,IMPERIAL,SDGE,0.0,0.0,0.0,0.0,0.0,6.0,1008.6,0.0,
IMPERIAL VALLEY,ENSENADA/MEXICALI/TECATE,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
IMPERIAL VALLEY,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0.0,
IGNACIO SUBSTATION,MARIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
IGNACIO,MARIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
HURON SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,91.7,0.0,
HURON SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
HUNTINGTON BEACH SWITCHING STATION,ORANGE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,997.9,0.0,
HUMBOLDT-BRIDGEVILLE,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,
HUMBOLDT POWER PLANT SUBSTATION,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.4,0.0
KENT SW STA,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,
KERMAN-HELM,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
HENRIETTA-GUERNSEY,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
"LIGHTHIPE SUBSTATION  BATTERIES, INVERTERS, STEP UP TRANSFORMER AND A",LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,201.5,0.0,
LERDO,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
LEPRINO FOOD (LEMOORE),KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
LEMOORE-HENRIETTA,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,
LEGRAND - DAIRYLAND,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,
LE GRAND-CHOWCILLA,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0
LE GRAND SUBSTATION,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,300.0,0.0,
LE GRAND,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,
LAS POSITAS,SAN MATEO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
LANCASTER-REDMAN-PURIFY,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
LANCASTER-REDMAN,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,
LANCASTER-PURIFY-REDMAN,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,151.9,0.0,
LANCASTER REDMAN,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
LAMONT SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,4.0,295.0,0.0,
LAMMERS,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
LIEBERT,IMPERIAL,IID,0.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,
LILAC RINCON,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,
LAMBIE-CONTRA COSTA,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0
LINE TAP TO,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
LOOP LOVELAND - LOS COCHES,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,
LOOP LAKESVILLE-SOBRANTE AND LAKESVILLE-IGNACIO,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,730.0,0.0,
LOOP GOLD HILL-EIGHT MILE ROAD,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,260.0,0.0,
LOOP CENTER-MESA AND CENTER-OLINDA,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,910.0,0.0,
LONG BEACH SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,557.3,0.0,
LONG BEACH GEN STATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,424.8,0.0,
LONE TREE-CAYETANO AT THE JACKSON SUBSTATION,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0
LOGAN CREEK-DELEVAN,GLENN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
LOGAN CREEK - DELEVAN LINE TAP,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
LODI STIG,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
LLAGAS SUBSTATION,SANTA CLARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
LIVINGSTON SUBSTATION,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,
LITTLE ROCK-PIUTE,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
LITTLE ROCK SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
LINE TO BE CONSTRUCTED 1 MILE SOUTH & TIE INTO SCE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
LAMBIE-CONTRA COSTA SUBSTATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,390.4,0.0,
LAMBIE SWITCHING STATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,
KERMAN-HELMS,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,
KRAMER-COOL WATER,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
KRAMER SUBSTATION,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
KRAMER SUB,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,
KRAMER JUNCTION SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,650.0,100.0,6.5
KRAMER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,4.0,805.1,0.0,
KRAMER,INYO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,284.7,0.0,
KONOCTI SUBSTATION,LAKE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
KERN-OLD RIVER #1,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
KERN RIVER-CUMMINGS,KERN,SCE,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,
KERN RIDGE SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
KERN PP SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
KERN OLD RIVER #2,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
KERN OIL SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0,
KERN - OLD RIVER #2,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
KERN - OLD RIVER #1,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
KERMAN-SAN JOAQUIN,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,
KRAMER-BLM WEST,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
KRAMER-INYOKERN-RANDSBERG NO. 1,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
LAMBIE SW STATION-BIRDS LANDING,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,
KRAMER-INYOKERN-RANDSBERG NO. 3,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
LAKEVILLE #2,MARIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,9.9,0.0,
LAKEVILLE,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,4.0,600.0,0.0,
LAKEVIEW SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.3,0.0,
LAKEVIEW SUB,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
LAKE HODGES METERING SWITCHYARD,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
LAGUNA BELL SUB,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,2.0,914.0,0.0,
KYOHO TAP,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,
KRAMER-VICTOR #1,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
KRAMER-VICTOR,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
KRAMER-TORTILLA,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
KRAMER-RANSBURG,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
KRAMER-LUGO #1,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
KRAMER-INYOKERN-RANDSBURG NO.1,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
KRAMER-INYOKERN-RANDSBURG #3,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,
KRAMER-INYOKERN-RANDSBURG #1,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
HENRIETTA-GWF,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,40.0,113.5,0.4
HENRIETTA TULARE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,37.8,0.0,
EAGLE MOUNTAIN SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
EXCELSIOR SWITCHING STATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
EVERGREEN SUBSTATION,SANTA CLARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
EVERGREEN,SANTA CLARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,
ETIWANDA,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,827.0,0.0,
ENCINA SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,3.0,441.0,316.8,1.4
