node_key,poi_base,county,utility,state,legacy_active_projects,legacy_active_mw,legacy_active_storage_mw,c15_active_projects,c15_active_mw,c15_active_storage_mw,operating_projects,operating_mw,operating_storage_mw,wd_alltime_projects,wd_alltime_mw,wd_alltime_storage_mw,wd_recent_projects,wd_recent_mw,wd_recent_storage_mw,c15_withdrawn_projects,c15_withdrawn_mw,c15_withdrawn_storage_mw,wd_post_phase2_mw,c15_fcds_req_mw,pipeline_mw,pipeline_storage_mw,storage_churn,churn_alltime,c15_survival,tpd25_projects,tpd25_req_mw,tpd25_alloc_mw,tpd25_denied_mw,tpd25_unknown_mw,tpd25_unalloc_mw,tpd24_fcdsa_projects,tpd24_pcdsa_projects,wdat_active_projects,wdat_active_mw,wdat_active_storage_mw,wdat_inservice_mw,wdat_withdrawn_mw,lmp_tb4_12mo_mean,lmp_tb4_12mo_p90,lmp_months,c16_poi_status,c16_poi_note,lat,lon,osm_name,geo_score,geo_method,source_file,source_run_date,pipeline_commit,pipeline_run
MORROW BAY GATES,MORROW BAY-GATES,KINGS,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.1413374,-120.1256622,Gates Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MORROW BAY MIDWAY,MORROW BAY - MIDWAY #1 & #2,KERN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOSS LANDING METCALF,MOSS LANDING - METCALF,SANTA CLARA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,414.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.01695495,-121.7609764,"OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 | Metcalf Substation",1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOSS LANDING PANOCHE,MOSS LANDING-PANOCHE #2,SAN BENITO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.73031725,-121.17979844999999,"OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 | Panoche Substation",1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOSS LANDING PANOCHE COBURN PANOCHE,MOSS LANDING-PANOCHE #2 & COBURN-PANOCHE #2,SAN BENITO,PGAE,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,,"rejected: OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 is not in NV",0.0,state-mismatch,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOSS LINDING SALINAS SOLEDAD AND LINES N O MOSS LANDING SALINAS SOLEDAD,MOSS-LINDING-SALINAS-SOLEDAD,MONTEREY,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.4301332,-121.3325147,median of located nodes in CA MONTEREY,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOSS PANOCHE AND COBURN PANOCHE,MOSS-PANOCHE AND COBURN-PANOCHE,SAN BENITO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.8627977,-121.4062132,median of located nodes in CA SAN BENITO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MOUNTAIN PASS,MOUNTAIN PASS,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,0.17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW TO LOOP IN TL2330 TALEGA ESCONDIDO,NEW SUBSTATION TO LOOP IN TL2330 TALEGA- ESCONDIDO,SAN DIEGO,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,523.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.90258,-117.1167373,median of located nodes in CA SAN DIEGO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEENACH ANTELOPE,NEENACH-ANTELOPE,LOS ANGELES,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW 230 NEAR THE IV ML,NEW 230/,BAJA CALIFORNIA,SDGE,MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,,,0.5,none,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW DOUBLE CIRCUIT INTO ESCONDIDO,NEW DOUBLE CIRCUIT,SAN DIEGO,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.90258,-117.1167373,median of located nodes in CA SAN DIEGO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW FAIRFIELD,NEW FAIRFIELD SUBSTATION,SOLANO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.2214947,-121.83932625,median of located nodes in CA SOLANO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW IVANPAH,NEW IVANPAH SUBSTATION,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW KEARNY,NEW KEARNY SUBSTATION,FRESNO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.587580525,-120.1256622,median of located nodes in CA FRESNO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
PITTSBURGH GWF,PITTSBURGH - GWF TAP #1,CONTRA COSTA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.9454586,-121.8959532,median of located nodes in CA CONTRA COSTA,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW ON NORTH GILA IMPERIAL VALLEY,NEW SUBSTATION ON NORTH GILA-IMPERIAL VALLEY,IMPERIAL,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.7179069,-115.7155553,Imperial Valley Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW ON THE CHINO SERRANO,NEW,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW ON THE MIRA LOMA VISTA,NEW,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW ON THE PANOCHE SCHINDLER,NEW,FRESNO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.587580525,-120.1256622,median of located nodes in CA FRESNO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEW SUBSTATIONS SAN LUIS MELROSE,NEW SUBSTATIONS SAN LUIS-MELROSE,SAN DIEGO,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.90258,-117.1167373,median of located nodes in CA SAN DIEGO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NEENACH,NEENACH SUBSTATION,LOS ANGELES,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,138.5,116.5,1.0,79.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.47440665,-118.2627298,median of located nodes in CA LOS ANGELES,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA KESLO,TESLA - KESLO,ALAMEDA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA MILLER,TESLA - MILLER,STANISLAUS,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA STAGG,TESLA-STAGG,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0,61.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.852175349999996,-121.45662295,Tesla Substation | Stagg Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA STOCKTON CO GEN,TESLA - STOCKTON CO-GEN JCT,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA STOCKTON COGEN TRANS,,STANISLAUS,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.4217214,-121.1207559,median of located nodes in CA STANISLAUS,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA TO DELTA SWITCHING YARD AT THE ALTAMONT MIDWAY,TESLA TO DELTA SWITCHING YARD AT THE ALTAMONT-MIDWAY SUBSTATION,ALAMEDA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA TRACY,TESLA-TRACY #1,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1250.0,600.0,1.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.754985000000005,-121.57272125,Tesla Substation | Tracy Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA TRACY TRACY,TESLA-TRACY #1,CONTRA COSTA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.754985000000005,-121.57272125,Tesla Substation | Tracy Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA WEBER,TESLA-WEBER,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0,61.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA WESTLEY,TESLA - WESTLEY,ALAMEDA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,539.0,61.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.6140398,-121.39776845,Tesla Substation | Westley Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA WESTLEY LINES,TESLA-WESTLEY,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,371.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.6140398,-121.39776845,Tesla Substation | Westley Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
THOUSANDAIRE,THOUSANDAIRE SUBSTATION,NYE,VEA,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.132452,-115.9499389,Thousandaire Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MENDOTA SAN JOAQUIN HELM 69K,MENDOTA-SAN JOAQUIN-HELM 69K,FRESNO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.587580525,-120.1256622,median of located nodes in CA FRESNO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TO MIDPOINT,,RIVERSIDE,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,33.832733000000005,-116.0744455,median of located nodes in CA RIVERSIDE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TO PLAINFIELD,LINE TAP TO,YOLO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.9351998,-121.8090741,median of located nodes in CA YOLO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TO THE NEW MIDPOINT,,RIVERSIDE,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,33.832733000000005,-116.0744455,median of located nodes in CA RIVERSIDE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TORTILLA,TORTILLA SUBSTATION,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,60.0,1.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TORTILLA KRAMER,TORTILLA-KRAMER,SAN BERNARDINO,SCE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRABUCO,TRABUCO SUBSTATION,ORANGE,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,300.0,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,33.5628795,-117.673544,Trabuco Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRABUCO CAPISTRANO,TRABUCO - CAPISTRANO,ORANGE,SDGE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,250.0,1.0,250.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,33.5377456,-117.66991200000001,Trabuco Substation | Capistrano Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRACY,TRACY SUBSTATION,ALAMEDA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.9,2.6,4.7,21.7,,,0,,,37.7979179,-121.5807052,Tracy Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRACY HERDLYN,TRACY-HERDLYN,ALAMEDA,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7979179,-121.5807052,Tracy Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRACY TESLA,TRACY-TESLA,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.754985000000005,-121.57272125,Tracy Substation | Tesla Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TRANQUILITY KEARNY,TRANQUILITY KEARNY,FRESNO,PGAE,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.2,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.587580525,-120.1256622,median of located nodes in CA FRESNO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
